Sample,Taxon,Count,Observed,Expected,Num_species
PCRpool1P2,Bradysia_ocellaris,0,0,0,15
PCRpool1P2,Carpophilus_davidsoni,29470,21.86980527,0.25,15
PCRpool1P2,Carpophilus_dimidiatus,1203,0.892751128,0.01,15
PCRpool1P2,Diuraphis_noxia,787,0.584035858,0.01,15
PCRpool1P2,Drosophila_hydeii,1639,1.216308478,0.01,15
PCRpool1P2,Drosophila_melanogaster,7427,5.511606507,0.05,15
PCRpool1P2,Drosophila_simulans,2860,2.122417478,0.01,15
PCRpool1P2,Lysiphlebus_testaceipes,9944,7.379482308,0.14,15
PCRpool1P2,Metopolophium_dirhodum,1008,0.748040845,0.01,15
PCRpool1P2,Psyllid_sp,3664,2.719069105,0.01,15
PCRpool1P2,Rhopalosiphum_padi,1648,1.222987414,0.01,15
PCRpool1P2,Scaptodrosophila_lativittata,1413,1.048592971,0.01,15
I2P2,Acizzia_alternata,18862,2.779177533,0.01,14
I2P2,Acizzia_solanicola,588644,86.7323815,0.25,14
I2P2,Aphidius_colemani,519,0.076470848,0.05,14
I2P2,Bactrocera_tryoni,1503,0.22145604,0.01,14
I2P2,Bradysia_ocellaris,0,0,0,14
I2P2,Carpophilus_davidsoni,41240,6.076411911,0.5,14
I2P2,Carpophilus_dimidiatus,12876,1.897184281,0.01,14
I2P2,Diuraphis_noxia,204,0.030057906,0.01,14
I2P2,Drosophila_hydeii,985,0.145132535,0.01,14
I2P2,Drosophila_melanogaster,1938,0.285550104,0.1,14
I2P2,Drosophila_simulans,2225,0.327837452,0.01,14
I2P2,Lysiphlebus_testaceipes,0,0,0,14
I2P2,Metopolophium_dirhodum,416,0.061294553,0.01,14
I2P2,Psyllid_sp,7663,1.129086917,0.01,14
I2P2,Rhopalosiphum_padi,1240,0.182704917,0.01,14
I2P2,Scaptodrosophila_lativittata,375,0.055253503,0.01,14
D2P2,Acizzia_alternata,11123,7.5013488,0.01,14
D2P2,Acizzia_solanicola,68223,46.00957648,0.25,14
D2P2,Aphidius_colemani,5102,3.440787699,0.05,14
D2P2,Bactrocera_tryoni,1299,0.87604532,0.01,14
D2P2,Bradysia_ocellaris,0,0,0,14
D2P2,Carpophilus_davidsoni,36766,24.79498247,0.5,14
D2P2,Carpophilus_dimidiatus,6428,4.335041813,0.01,14
D2P2,Diuraphis_noxia,70,0.047207985,0.01,14
D2P2,Drosophila_hydeii,909,0.613029404,0.01,14
D2P2,Drosophila_melanogaster,7202,4.857027246,0.1,14
D2P2,Drosophila_simulans,523,0.352711087,0.01,14
D2P2,Lysiphlebus_testaceipes,0,0,0,14
D2P2,Metopolophium_dirhodum,102,0.068788778,0.01,14
D2P2,Psyllid_sp,9032,6.091178851,0.01,14
D2P2,Rhopalosiphum_padi,604,0.40733747,0.01,14
D2P2,Scaptodrosophila_lativittata,897,0.604936606,0.01,14
PCRpool2P2,Acizzia_alternata,1214,1.068803099,0.01,14
PCRpool2P2,Acizzia_solanicola,32273,28.41308271,0.25,14
PCRpool2P2,Aphidius_colemani,6969,6.135493243,0.05,14
PCRpool2P2,Bactrocera_tryoni,1674,1.473786151,0.01,14
PCRpool2P2,Bradysia_ocellaris,0,0,0,14
PCRpool2P2,Carpophilus_davidsoni,47453,41.77752344,0.5,14
PCRpool2P2,Carpophilus_dimidiatus,1017,0.895364705,0.01,14
PCRpool2P2,Diuraphis_noxia,644,0.566976273,0.01,14
PCRpool2P2,Drosophila_hydeii,1086,0.956112163,0.01,14
PCRpool2P2,Drosophila_melanogaster,12941,11.39322974,0.1,14
PCRpool2P2,Drosophila_simulans,2349,2.068054761,0.01,14
PCRpool2P2,Lysiphlebus_testaceipes,0,0,0,14
PCRpool2P2,Metopolophium_dirhodum,732,0.644451292,0.01,14
PCRpool2P2,Psyllid_sp,2880,2.535546067,0.01,14
PCRpool2P2,Rhopalosiphum_padi,1279,1.126028965,0.01,14
PCRpool2P2,Scaptodrosophila_lativittata,1074,0.945547387,0.01,14
I3P2,Acizzia_alternata,77534,14.67204847,0.01,15
I3P2,Acizzia_solanicola,407500,77.11274735,0.5,15
I3P2,Aphidius_colemani,2960,0.560131858,0.06,15
I3P2,Bactrocera_tryoni,6224,1.177790772,0.01,15
I3P2,Bradysia_ocellaris,0,0,0,15
I3P2,Carpophilus_davidsoni,1369,0.259060984,0.05,15
I3P2,Carpophilus_dimidiatus,83,0.0157064,0.01,15
I3P2,Diuraphis_noxia,174,0.03292667,0.01,15
I3P2,Drosophila_hydeii,356,0.06736721,0.01,15
I3P2,Drosophila_melanogaster,11625,2.199842179,0.25,15
I3P2,Drosophila_simulans,4253,0.804811078,0.01,15
I3P2,Lysiphlebus_testaceipes,581,0.109944801,0.04,15
I3P2,Metopolophium_dirhodum,354,0.066988742,0.01,15
I3P2,Psyllid_sp,3018,0.571107415,0.01,15
I3P2,Rhopalosiphum_padi,12246,2.317356329,0.01,15
I3P2,Scaptodrosophila_lativittata,170,0.032169735,0.01,15
D3P2,Acizzia_alternata,9814,5.987176437,0.01,15
D3P2,Acizzia_solanicola,109001,66.4976787,0.5,15
D3P2,Aphidius_colemani,5551,3.386469982,0.06,15
D3P2,Bactrocera_tryoni,1025,0.625316471,0.01,15
D3P2,Bradysia_ocellaris,0,0,0,15
D3P2,Carpophilus_davidsoni,3458,2.109604251,0.05,15
D3P2,Carpophilus_dimidiatus,6096,3.718955325,0.01,15
D3P2,Diuraphis_noxia,28,0.017081816,0.01,15
D3P2,Drosophila_hydeii,839,0.511844409,0.01,15
D3P2,Drosophila_melanogaster,16955,10.34364953,0.25,15
D3P2,Drosophila_simulans,460,0.280629831,0.01,15
D3P2,Lysiphlebus_testaceipes,1154,0.704014837,0.04,15
D3P2,Metopolophium_dirhodum,103,0.06283668,0.01,15
D3P2,Psyllid_sp,8164,4.980569435,0.01,15
D3P2,Rhopalosiphum_padi,502,0.306252555,0.01,15
D3P2,Scaptodrosophila_lativittata,767,0.46791974,0.01,15
PCRpool3P2,Acizzia_alternata,1711,0.983604673,0.01,15
PCRpool3P2,Acizzia_solanicola,82002,47.14059051,0.5,15
PCRpool3P2,Aphidius_colemani,11785,6.774857432,0.06,15
PCRpool3P2,Bactrocera_tryoni,2158,1.240572112,0.01,15
PCRpool3P2,Bradysia_ocellaris,0,0,0,15
PCRpool3P2,Carpophilus_davidsoni,6475,3.722291207,0.05,15
PCRpool3P2,Carpophilus_dimidiatus,1501,0.862881714,0.01,15
PCRpool3P2,Diuraphis_noxia,769,0.442075975,0.01,15
PCRpool3P2,Drosophila_hydeii,1662,0.955435982,0.01,15
PCRpool3P2,Drosophila_melanogaster,50600,29.08848418,0.25,15
PCRpool3P2,Drosophila_simulans,2999,1.724038815,0.01,15
PCRpool3P2,Lysiphlebus_testaceipes,3222,1.852235099,0.04,15
PCRpool3P2,Metopolophium_dirhodum,1160,0.666850625,0.01,15
PCRpool3P2,Psyllid_sp,4121,2.369044334,0.01,15
PCRpool3P2,Rhopalosiphum_padi,1885,1.083632266,0.01,15
PCRpool3P2,Scaptodrosophila_lativittata,1902,1.093405077,0.01,15
I4P2,Acizzia_alternata,11286,2.639962948,0.01,15
I4P2,Acizzia_solanicola,171308,40.07148438,0.05,15
I4P2,Aphidius_colemani,23108,5.405304253,0.12,15
I4P2,Bactrocera_tryoni,21997,5.14542486,0.01,15
I4P2,Bradysia_ocellaris,0,0,0,15
I4P2,Carpophilus_davidsoni,17121,4.004856072,0.1,15
I4P2,Carpophilus_dimidiatus,31,0.00725136,0.01,15
I4P2,Diuraphis_noxia,4167,0.974723162,0.01,15
I4P2,Drosophila_hydeii,4630,1.083025735,0.01,15
I4P2,Drosophila_melanogaster,102290,23.92714956,0.5,15
I4P2,Drosophila_simulans,5293,1.238111278,0.01,15
I4P2,Lysiphlebus_testaceipes,13802,3.2284927,0.13,15
I4P2,Metopolophium_dirhodum,8737,2.043714006,0.01,15
I4P2,Psyllid_sp,23472,5.490449257,0.01,15
I4P2,Rhopalosiphum_padi,19667,4.600403269,0.01,15
I4P2,Scaptodrosophila_lativittata,597,0.139647163,0.01,15
D4P2,Acizzia_alternata,20272,13.32781076,0.01,15
D4P2,Acizzia_solanicola,18331,12.05170181,0.05,15
D4P2,Aphidius_colemani,18415,12.10692754,0.12,15
D4P2,Bactrocera_tryoni,1483,0.974997206,0.01,15
D4P2,Bradysia_ocellaris,0,0,0,15
D4P2,Carpophilus_davidsoni,10246,6.736224795,0.1,15
D4P2,Carpophilus_dimidiatus,9382,6.168188662,0.01,15
D4P2,Diuraphis_noxia,53,0.034844809,0.01,15
D4P2,Drosophila_hydeii,1474,0.969080163,0.01,15
D4P2,Drosophila_melanogaster,50596,33.26430116,0.5,15
D4P2,Drosophila_simulans,682,0.448380374,0.01,15
D4P2,Lysiphlebus_testaceipes,5694,3.743515907,0.13,15
D4P2,Metopolophium_dirhodum,187,0.122943006,0.01,15
D4P2,Psyllid_sp,13181,8.665838281,0.01,15
D4P2,Rhopalosiphum_padi,817,0.53713602,0.01,15
D4P2,Scaptodrosophila_lativittata,1290,0.848109505,0.01,15
PCRpool4P2,Acizzia_alternata,1597,0.964418571,0.01,15
PCRpool4P2,Acizzia_solanicola,8140,4.91569641,0.05,15
PCRpool4P2,Aphidius_colemani,23667,14.29235712,0.12,15
PCRpool4P2,Bactrocera_tryoni,2205,1.331586067,0.01,15
PCRpool4P2,Bradysia_ocellaris,0,0,0,15
PCRpool4P2,Carpophilus_davidsoni,12895,7.787211943,0.1,15
PCRpool4P2,Carpophilus_dimidiatus,1377,0.831561911,0.01,15
PCRpool4P2,Diuraphis_noxia,789,0.476472293,0.01,15
PCRpool4P2,Drosophila_hydeii,1737,1.048963718,0.01,15
PCRpool4P2,Drosophila_melanogaster,90865,54.87281994,0.5,15
PCRpool4P2,Drosophila_simulans,3089,1.865428282,0.01,15
PCRpool4P2,Lysiphlebus_testaceipes,10342,6.245470796,0.13,15
PCRpool4P2,Metopolophium_dirhodum,1010,0.609932847,0.01,15
PCRpool4P2,Psyllid_sp,4288,2.589497077,0.01,15
PCRpool4P2,Rhopalosiphum_padi,1900,1.147398425,0.01,15
PCRpool4P2,Scaptodrosophila_lativittata,1691,1.021184598,0.01,15
I5P2,Acizzia_alternata,51187,10.06890691,0.00990099,16
I5P2,Acizzia_solanicola,348328,68.519003,0.099009901,16
I5P2,Aphidius_colemani,8994,1.769194303,0.356435644,16
I5P2,Bactrocera_tryoni,32648,6.422132042,0.00990099,16
I5P2,Bradysia_ocellaris,1525,0.299980132,0.00990099,16
I5P2,Carpophilus_davidsoni,37928,7.46075178,0.247524752,16
I5P2,Carpophilus_dimidiatus,310,0.060979568,0.00990099,16
I5P2,Diuraphis_noxia,198,0.03894824,0.00990099,16
I5P2,Drosophila_hydeii,642,0.126286718,0.00990099,16
I5P2,Drosophila_melanogaster,2725,0.536030073,0.04950495,16
I5P2,Drosophila_simulans,464,0.091272644,0.00990099,16
I5P2,Lysiphlebus_testaceipes,3583,0.70480578,0.138613861,16
I5P2,Metopolophium_dirhodum,760,0.149498296,0.00990099,16
I5P2,Psyllid_sp,12285,2.416561264,0.00990099,16
I5P2,Rhopalosiphum_padi,6305,1.240245728,0.00990099,16
I5P2,Scaptodrosophila_lativittata,485,0.095403518,0.00990099,16
D5P2,Acizzia_alternata,11732,8.613234074,0.00990099,16
D5P2,Acizzia_solanicola,27139,19.92452775,0.099009901,16
D5P2,Aphidius_colemani,42443,31.16020234,0.356435644,16
D5P2,Bactrocera_tryoni,1384,1.016085574,0.00990099,16
D5P2,Bradysia_ocellaris,1179,0.865581569,0.00990099,16
D5P2,Carpophilus_davidsoni,22412,16.45412565,0.247524752,16
D5P2,Carpophilus_dimidiatus,7798,5.725025512,0.00990099,16
D5P2,Diuraphis_noxia,24,0.017619981,0.00990099,16
D5P2,Drosophila_hydeii,980,0.71948256,0.00990099,16
D5P2,Drosophila_melanogaster,3692,2.71054042,0.04950495,16
D5P2,Drosophila_simulans,581,0.426550375,0.00990099,16
D5P2,Lysiphlebus_testaceipes,4669,3.427820482,0.138613861,16
D5P2,Metopolophium_dirhodum,114,0.08369491,0.00990099,16
D5P2,Psyllid_sp,10523,7.725627528,0.00990099,16
D5P2,Rhopalosiphum_padi,522,0.383234588,0.00990099,16
D5P2,Scaptodrosophila_lativittata,1017,0.746646697,0.00990099,16
PCRpool5P2,Acizzia_alternata,1544,0.858230733,0.00990099,16
PCRpool5P2,Acizzia_solanicola,16978,9.437202968,0.099009901,16
PCRpool5P2,Aphidius_colemani,78707,43.74920097,0.356435644,16
PCRpool5P2,Bactrocera_tryoni,2178,1.210638948,0.00990099,16
PCRpool5P2,Bradysia_ocellaris,1367,0.759845474,0.00990099,16
PCRpool5P2,Carpophilus_davidsoni,39015,21.68644562,0.247524752,16
PCRpool5P2,Carpophilus_dimidiatus,1696,0.942719769,0.00990099,16
PCRpool5P2,Diuraphis_noxia,876,0.486923654,0.00990099,16
PCRpool5P2,Drosophila_hydeii,1966,1.092798977,0.00990099,16
PCRpool5P2,Drosophila_melanogaster,9645,5.361162836,0.04950495,16
PCRpool5P2,Drosophila_simulans,3550,1.973263667,0.00990099,16
PCRpool5P2,Lysiphlebus_testaceipes,11739,6.525110475,0.138613861,16
PCRpool5P2,Metopolophium_dirhodum,1178,0.654790028,0.00990099,16
PCRpool5P2,Psyllid_sp,5696,3.16611545,0.00990099,16
PCRpool5P2,Rhopalosiphum_padi,1942,1.079458603,0.00990099,16
PCRpool5P2,Scaptodrosophila_lativittata,1828,1.016091826,0.00990099,16
I6P2,Acizzia_alternata,2302,0.424862778,0.01,15
I6P2,Acizzia_solanicola,456632,84.27712422,0.25,15
I6P2,Aphidius_colemani,1106,0.204126078,0.04,15
I6P2,Bactrocera_tryoni,21907,4.043209763,0.01,15
I6P2,Bradysia_ocellaris,0,0,0,15
I6P2,Carpophilus_davidsoni,18889,3.486200265,0.5,15
I6P2,Carpophilus_dimidiatus,423,0.07806992,0.01,15
I6P2,Diuraphis_noxia,977,0.180317521,0.01,15
I6P2,Drosophila_hydeii,2691,0.496657574,0.01,15
I6P2,Drosophila_melanogaster,5506,1.016200893,0.1,15
I6P2,Drosophila_simulans,751,0.138606406,0.01,15
I6P2,Lysiphlebus_testaceipes,272,0.050200989,0.01,15
I6P2,Metopolophium_dirhodum,173,0.031929305,0.01,15
I6P2,Psyllid_sp,24961,4.606863509,0.01,15
I6P2,Rhopalosiphum_padi,4319,0.797125255,0.01,15
I6P2,Scaptodrosophila_lativittata,913,0.168505524,0.01,15
D6P2,Acizzia_alternata,11077,7.993274594,0.01,15
D6P2,Acizzia_solanicola,61064,44.06439648,0.25,15
D6P2,Aphidius_colemani,3516,2.537180958,0.04,15
D6P2,Bactrocera_tryoni,1725,1.244777347,0.01,15
D6P2,Bradysia_ocellaris,0,0,0,15
D6P2,Carpophilus_davidsoni,37540,27.08924152,0.5,15
D6P2,Carpophilus_dimidiatus,6186,4.463879809,0.01,15
D6P2,Diuraphis_noxia,22,0.015875421,0.01,15
D6P2,Drosophila_hydeii,785,0.566463894,0.01,15
D6P2,Drosophila_melanogaster,5881,4.243788741,0.1,15
D6P2,Drosophila_simulans,428,0.308849104,0.01,15
D6P2,Lysiphlebus_testaceipes,287,0.207102086,0.01,15
D6P2,Metopolophium_dirhodum,108,0.077933886,0.01,15
D6P2,Psyllid_sp,8444,6.093275316,0.01,15
D6P2,Rhopalosiphum_padi,396,0.285757582,0.01,15
D6P2,Scaptodrosophila_lativittata,1120,0.808203263,0.01,15
PCRpool6P2,Acizzia_alternata,2072,0.989782124,0.01,15
PCRpool6P2,Acizzia_solanicola,59552,28.44763756,0.25,15
PCRpool6P2,Aphidius_colemani,10209,4.876778813,0.04,15
PCRpool6P2,Bactrocera_tryoni,2723,1.300760967,0.01,15
PCRpool6P2,Bradysia_ocellaris,0,0,0,15
PCRpool6P2,Carpophilus_davidsoni,89374,42.69343027,0.5,15
PCRpool6P2,Carpophilus_dimidiatus,1917,0.915739542,0.01,15
PCRpool6P2,Diuraphis_noxia,1147,0.547915104,0.01,15
PCRpool6P2,Drosophila_hydeii,2179,1.04089539,0.01,15
PCRpool6P2,Drosophila_melanogaster,23469,11.21100225,0.1,15
PCRpool6P2,Drosophila_simulans,4299,2.053606829,0.01,15
PCRpool6P2,Lysiphlebus_testaceipes,1002,0.478649463,0.01,15
PCRpool6P2,Metopolophium_dirhodum,1243,0.593773735,0.01,15
PCRpool6P2,Psyllid_sp,5550,2.651202117,0.01,15
PCRpool6P2,Rhopalosiphum_padi,2446,1.168439708,0.01,15
PCRpool6P2,Scaptodrosophila_lativittata,2157,1.03038612,0.01,15
I7P2,Acizzia_alternata,2281,0.414535079,0.00990099,16
I7P2,Acizzia_solanicola,500599,90.9758203,0.495049505,16
I7P2,Aphidius_colemani,2901,0.527210112,0.089108911,16
I7P2,Bactrocera_tryoni,4422,0.803627409,0.00990099,16
I7P2,Bradysia_ocellaris,40,0.007269357,0.00990099,16
I7P2,Carpophilus_davidsoni,515,0.093592971,0.04950495,16
I7P2,Carpophilus_dimidiatus,42,0.007632825,0.00990099,16
I7P2,Diuraphis_noxia,56,0.0101771,0.00990099,16
I7P2,Drosophila_hydeii,3988,0.724754886,0.00990099,16
I7P2,Drosophila_melanogaster,13778,2.503929996,0.247524752,16
I7P2,Drosophila_simulans,102,0.01853686,0.00990099,16
I7P2,Lysiphlebus_testaceipes,34,0.006178953,0.00990099,16
I7P2,Metopolophium_dirhodum,434,0.078872523,0.00990099,16
I7P2,Psyllid_sp,19948,3.625228303,0.00990099,16
I7P2,Rhopalosiphum_padi,1075,0.195363968,0.00990099,16
I7P2,Scaptodrosophila_lativittata,40,0.007269357,0.00990099,16
D7P2,Acizzia_alternata,18187,9.383448561,0.00990099,16
D7P2,Acizzia_solanicola,122662,63.28655454,0.495049505,16
D7P2,Aphidius_colemani,8390,4.328758642,0.089108911,16
D7P2,Bactrocera_tryoni,1697,0.875554638,0.00990099,16
D7P2,Bradysia_ocellaris,1424,0.734702301,0.00990099,16
D7P2,Carpophilus_davidsoni,4019,2.073573419,0.04950495,16
D7P2,Carpophilus_dimidiatus,6742,3.478485192,0.00990099,16
D7P2,Diuraphis_noxia,29,0.014962336,0.00990099,16
D7P2,Drosophila_hydeii,892,0.460220823,0.00990099,16
D7P2,Drosophila_melanogaster,18289,9.436074708,0.247524752,16
D7P2,Drosophila_simulans,481,0.248168404,0.00990099,16
D7P2,Lysiphlebus_testaceipes,320,0.165101641,0.00990099,16
D7P2,Metopolophium_dirhodum,91,0.046950779,0.00990099,16
D7P2,Psyllid_sp,9265,4.780208441,0.00990099,16
D7P2,Rhopalosiphum_padi,397,0.204829223,0.00990099,16
D7P2,Scaptodrosophila_lativittata,935,0.482406356,0.00990099,16
PCRpool7P2,Acizzia_alternata,1931,0.916830075,0.00990099,16
PCRpool7P2,Acizzia_solanicola,97569,46.32532037,0.495049505,16
PCRpool7P2,Aphidius_colemani,20293,9.635024713,0.089108911,16
PCRpool7P2,Bactrocera_tryoni,2149,1.02033549,0.00990099,16
PCRpool7P2,Bradysia_ocellaris,1511,0.717415973,0.00990099,16
PCRpool7P2,Carpophilus_davidsoni,7859,3.731417692,0.04950495,16
PCRpool7P2,Carpophilus_dimidiatus,1781,0.845610753,0.00990099,16
PCRpool7P2,Diuraphis_noxia,944,0.448206935,0.00990099,16
PCRpool7P2,Drosophila_hydeii,1880,0.892615506,0.00990099,16
PCRpool7P2,Drosophila_melanogaster,60116,28.54280519,0.247524752,16
PCRpool7P2,Drosophila_simulans,3700,1.756743283,0.00990099,16
PCRpool7P2,Lysiphlebus_testaceipes,909,0.431589093,0.00990099,16
PCRpool7P2,Metopolophium_dirhodum,1227,0.582574056,0.00990099,16
PCRpool7P2,Psyllid_sp,4810,2.283766268,0.00990099,16
PCRpool7P2,Rhopalosiphum_padi,2199,1.044075265,0.00990099,16
PCRpool7P2,Scaptodrosophila_lativittata,1739,0.825669343,0.00990099,16
I8P2,Acizzia_alternata,119456,22.00635564,0.01,15
I8P2,Acizzia_solanicola,235540,43.3915166,0.05,15
I8P2,Aphidius_colemani,3299,0.607746511,0.2,15
I8P2,Bactrocera_tryoni,56214,10.3558237,0.01,15
I8P2,Bradysia_ocellaris,0,0,0,15
I8P2,Carpophilus_davidsoni,5534,1.019481417,0.1,15
I8P2,Carpophilus_dimidiatus,1161,0.213881085,0.01,15
I8P2,Diuraphis_noxia,377,0.069451481,0.01,15
I8P2,Drosophila_hydeii,10770,1.984064846,0.01,15
I8P2,Drosophila_melanogaster,64722,11.92317966,0.5,15
I8P2,Drosophila_simulans,1532,0.282227237,0.01,15
I8P2,Lysiphlebus_testaceipes,389,0.071662138,0.05,15
I8P2,Metopolophium_dirhodum,5775,1.063878782,0.01,15
I8P2,Psyllid_sp,31879,5.8727951,0.01,15
I8P2,Rhopalosiphum_padi,5816,1.071431861,0.01,15
I8P2,Scaptodrosophila_lativittata,361,0.066503938,0.01,15
D8P2,Acizzia_alternata,12287,9.988375212,0.01,15
D8P2,Acizzia_solanicola,14525,11.80769512,0.05,15
D8P2,Aphidius_colemani,23340,18.97360442,0.2,15
D8P2,Bactrocera_tryoni,1598,1.299049694,0.01,15
D8P2,Bradysia_ocellaris,0,0,0,15
D8P2,Carpophilus_davidsoni,8497,6.907400031,0.1,15
D8P2,Carpophilus_dimidiatus,7447,6.053831709,0.01,15
D8P2,Diuraphis_noxia,46,0.037394422,0.01,15
D8P2,Drosophila_hydeii,1171,0.95193191,0.01,15
D8P2,Drosophila_melanogaster,39660,32.24049491,0.5,15
D8P2,Drosophila_simulans,594,0.482875794,0.01,15
D8P2,Lysiphlebus_testaceipes,1663,1.351889638,0.05,15
D8P2,Metopolophium_dirhodum,156,0.126815865,0.01,15
D8P2,Psyllid_sp,10452,8.496662954,0.01,15
D8P2,Rhopalosiphum_padi,576,0.468243194,0.01,15
D8P2,Scaptodrosophila_lativittata,1001,0.813735134,0.01,15
PCRpool8P2,Acizzia_alternata,1451,0.824113411,0.01,15
PCRpool8P2,Acizzia_solanicola,7995,4.540859213,0.05,15
PCRpool8P2,Aphidius_colemani,37459,21.27530272,0.2,15
PCRpool8P2,Bactrocera_tryoni,1971,1.119453847,0.01,15
PCRpool8P2,Bradysia_ocellaris,0,0,0,15
PCRpool8P2,Carpophilus_davidsoni,13334,7.573210351,0.1,15
PCRpool8P2,Carpophilus_dimidiatus,1386,0.787195856,0.01,15
PCRpool8P2,Diuraphis_noxia,919,0.521957426,0.01,15
PCRpool8P2,Drosophila_hydeii,1698,0.964400118,0.01,15
PCRpool8P2,Drosophila_melanogaster,93888,53.32485176,0.5,15
PCRpool8P2,Drosophila_simulans,3190,1.811799986,0.01,15
PCRpool8P2,Lysiphlebus_testaceipes,4220,2.396801236,0.05,15
PCRpool8P2,Metopolophium_dirhodum,1008,0.572506077,0.01,15
PCRpool8P2,Psyllid_sp,4272,2.42633528,0.01,15
PCRpool8P2,Rhopalosiphum_padi,1690,0.959856419,0.01,15
PCRpool8P2,Scaptodrosophila_lativittata,1587,0.901356294,0.01,15
