Sample,Taxon,Observed,Count,Expected,Plate,Barcode,Mixture_type,Num_species,Table
D7P1,Scaptodrosophila_lativittata,0.426342706,857,0.00990099,1,20,DNA,16,above
PCRpool7P1,Acizzia_alternata,0.682530425,1065,0.00990099,1,21,PCR,16,above
PCRpool7P1,Acizzia_solanicola,49.81254446,77726,0.495049505,1,21,PCR,16,above
PCRpool7P1,Aphidius_colemani,11.63634266,18157,0.089108911,1,21,PCR,16,above
PCRpool7P1,Bactrocera_tryoni,0.48962746,764,0.00990099,1,21,PCR,16,above
PCRpool7P1,Bradysia_ocellaris,0.658818101,1028,0.00990099,1,21,PCR,16,above
PCRpool7P1,Carpophilus_davidsoni,1.518870524,2370,0.04950495,1,21,PCR,16,above
PCRpool7P1,Carpophilus_dimidiatus,0.817754763,1276,0.00990099,1,21,PCR,16,above
PCRpool7P1,Diuraphis_noxia,0.469760377,733,0.00990099,1,21,PCR,16,above
PCRpool7P1,Drosophila_hydeii,1.038856169,1621,0.00990099,1,21,PCR,16,above
PCRpool7P1,Drosophila_melanogaster,14.64460352,22851,0.247524752,1,21,PCR,16,above
PCRpool7P1,Drosophila_simulans,14.34595641,22385,0.00990099,1,21,PCR,16,above
PCRpool7P1,Lysiphlebus_testaceipes,0,0,0.00990099,1,21,PCR,16,above
PCRpool7P1,Metopolophium_dirhodum,0.533847741,833,0.00990099,1,21,PCR,16,above
PCRpool7P1,Psyllid_sp,1.161263034,1812,0.00990099,1,21,PCR,16,above
PCRpool7P1,Rhopalosiphum_padi,0.867102033,1353,0.00990099,1,21,PCR,16,above
PCRpool7P1,Scaptodrosophila_lativittata,1.322122317,2063,0.00990099,1,21,PCR,16,above
I8P1,Acizzia_alternata,23.29750672,138424,0.01,1,22,Insects,15,above
I8P1,Acizzia_solanicola,38.01699211,225881,0.05,1,22,Insects,15,above
I8P1,Aphidius_colemani,0.800628789,4757,0.2,1,22,Insects,15,above
I8P1,Bactrocera_tryoni,6.906243794,41034,0.01,1,22,Insects,15,above
I8P1,Bradysia_ocellaris,0,0,0,1,22,Insects,15,above
I8P1,Carpophilus_davidsoni,0.12185311,724,0.1,1,22,Insects,15,above
I8P1,Carpophilus_dimidiatus,0.296049199,1759,0.01,1,22,Insects,15,above
I8P1,Diuraphis_noxia,0.049818398,296,0.01,1,22,Insects,15,above
I8P1,Drosophila_hydeii,1.021445474,6069,0.01,1,22,Insects,15,above
I8P1,Drosophila_melanogaster,26.87870903,159702,0.5,1,22,Insects,15,above
I8P1,Drosophila_simulans,0.476472588,2831,0.01,1,22,Insects,15,above
I8P1,Lysiphlebus_testaceipes,0.072034711,428,0.05,1,22,Insects,15,above
I8P1,Metopolophium_dirhodum,0.415209422,2467,0.01,1,22,Insects,15,above
I8P1,Psyllid_sp,1.095668156,6510,0.01,1,22,Insects,15,above
I8P1,Rhopalosiphum_padi,0.473274785,2812,0.01,1,22,Insects,15,above
I8P1,Scaptodrosophila_lativittata,0.078093706,464,0.01,1,22,Insects,15,above
D8P1,Acizzia_alternata,5.688028477,8597,0.01,1,23,DNA,15,above
D8P1,Acizzia_solanicola,6.714215771,10148,0.05,1,23,DNA,15,above
D8P1,Aphidius_colemani,17.16266822,25940,0.2,1,23,DNA,15,above
D8P1,Bactrocera_tryoni,0.52798031,798,0.01,1,23,DNA,15,above
D8P1,Bradysia_ocellaris,0,0,0,1,23,DNA,15,above
D8P1,Carpophilus_davidsoni,0.684786492,1035,0.1,1,23,DNA,15,above
D8P1,Carpophilus_dimidiatus,4.99662569,7552,0.01,1,23,DNA,15,above
D8P1,Diuraphis_noxia,0.014555848,22,0.01,1,23,DNA,15,above
D8P1,Drosophila_hydeii,0.299056516,452,0.01,1,23,DNA,15,above
D8P1,Drosophila_melanogaster,60.99892816,92195,0.5,1,23,DNA,15,above
D8P1,Drosophila_simulans,0.514086091,777,0.01,1,23,DNA,15,above
D8P1,Lysiphlebus_testaceipes,0.840269416,1270,0.05,1,23,DNA,15,above
D8P1,Metopolophium_dirhodum,0.023818661,36,0.01,1,23,DNA,15,above
D8P1,Psyllid_sp,0.846224081,1279,0.01,1,23,DNA,15,above
D8P1,Rhopalosiphum_padi,0.12240145,185,0.01,1,23,DNA,15,above
D8P1,Scaptodrosophila_lativittata,0.566354819,856,0.01,1,23,DNA,15,above
PCRpool8P1,Acizzia_alternata,1.001723561,1947,0.01,1,24,PCR,15,above
PCRpool8P1,Acizzia_solanicola,5.332235742,10364,0.05,1,24,PCR,15,above
PCRpool8P1,Aphidius_colemani,30.78280555,59831,0.2,1,24,PCR,15,above
PCRpool8P1,Bactrocera_tryoni,0.500604533,973,0.01,1,24,PCR,15,above
PCRpool8P1,Bradysia_ocellaris,0,0,0,1,24,PCR,15,above
PCRpool8P1,Carpophilus_davidsoni,3.272194068,6360,0.1,1,24,PCR,15,above
PCRpool8P1,Carpophilus_dimidiatus,1.006354025,1956,0.01,1,24,PCR,15,above
PCRpool8P1,Diuraphis_noxia,0.547938158,1065,0.01,1,24,PCR,15,above
PCRpool8P1,Drosophila_hydeii,1.158130322,2251,0.01,1,24,PCR,15,above
PCRpool8P1,Drosophila_melanogaster,31.4953824,61216,0.5,1,24,PCR,15,above
PCRpool8P1,Drosophila_simulans,16.18604173,31460,0.01,1,24,PCR,15,above
PCRpool8P1,Lysiphlebus_testaceipes,4.03159005,7836,0.05,1,24,PCR,15,above
PCRpool8P1,Metopolophium_dirhodum,0.662670748,1288,0.01,1,24,PCR,15,above
PCRpool8P1,Psyllid_sp,1.508502045,2932,0.01,1,24,PCR,15,above
PCRpool8P1,Rhopalosiphum_padi,0.954389936,1855,0.01,1,24,PCR,15,above
PCRpool8P1,Scaptodrosophila_lativittata,1.559437141,3031,0.01,1,24,PCR,15,above
I1P2,Acizzia_alternata,63.7825324,276614,0.01,1,25,Insects,15,above
I1P2,Acizzia_solanicola,22.70091288,98450,0.1,1,25,Insects,15,above
I1P2,Aphidius_colemani,1.213098046,5261,0.36,1,25,Insects,15,above
I1P2,Bactrocera_tryoni,2.278853448,9883,0.01,1,25,Insects,15,above
I1P2,Bradysia_ocellaris,0,0,0,1,25,Insects,15,above
I1P2,Carpophilus_davidsoni,5.614008389,24347,0.25,1,25,Insects,15,above
I1P2,Carpophilus_dimidiatus,0.036893307,160,0.01,1,25,Insects,15,above
I1P2,Diuraphis_noxia,0.103762426,450,0.01,1,25,Insects,15,above
I1P2,Drosophila_hydeii,0.062257455,270,0.01,1,25,Insects,15,above
I1P2,Drosophila_melanogaster,0.546482108,2370,0.05,1,25,Insects,15,above
I1P2,Drosophila_simulans,0.142039231,616,0.01,1,25,Insects,15,above
I1P2,Lysiphlebus_testaceipes,0.408823957,1773,0.14,1,25,Insects,15,above
I1P2,Metopolophium_dirhodum,0.019599569,85,0.01,1,25,Insects,15,above
I1P2,Psyllid_sp,2.808733568,12181,0.01,1,25,Insects,15,above
I1P2,Rhopalosiphum_padi,0.268859974,1166,0.01,1,25,Insects,15,above
I1P2,Scaptodrosophila_lativittata,0.013143241,57,0.01,1,25,Insects,15,above
D1P2,Acizzia_alternata,9.410022326,12771,0.01,1,26,DNA,15,above
D1P2,Acizzia_solanicola,20.30696228,27560,0.1,1,26,DNA,15,above
D1P2,Aphidius_colemani,29.80393024,40449,0.36,1,26,DNA,15,above
D1P2,Bactrocera_tryoni,0.869456295,1180,0.01,1,26,DNA,15,above
D1P2,Bradysia_ocellaris,0,0,0,1,26,DNA,15,above
D1P2,Carpophilus_davidsoni,17.02955415,23112,0.25,1,26,DNA,15,above
D1P2,Carpophilus_dimidiatus,5.326525048,7229,0.01,1,26,DNA,15,above
D1P2,Diuraphis_noxia,0.02799944,38,0.01,1,26,DNA,15,above
D1P2,Drosophila_hydeii,0.824509826,1119,0.01,1,26,DNA,15,above
D1P2,Drosophila_melanogaster,2.939941201,3990,0.05,1,26,DNA,15,above
D1P2,Drosophila_simulans,0.482621927,655,0.01,1,26,DNA,15,above
D1P2,Lysiphlebus_testaceipes,3.683400016,4999,0.14,1,26,DNA,15,above
D1P2,Metopolophium_dirhodum,0.089156112,121,0.01,1,26,DNA,15,above
D1P2,Psyllid_sp,7.921631041,10751,0.01,1,26,DNA,15,above
D1P2,Rhopalosiphum_padi,0.510621367,693,0.01,1,26,DNA,15,above
D1P2,Scaptodrosophila_lativittata,0.773668737,1050,0.01,1,26,DNA,15,above
PCRpool1P2,Acizzia_alternata,1.334303016,1798,0.01,1,27,PCR,15,above
PCRpool1P2,Acizzia_solanicola,10.63657682,14333,0.1,1,27,PCR,15,above
PCRpool1P2,Aphidius_colemani,41.31738304,55676,0.36,1,27,PCR,15,above
PCRpool1P2,Bactrocera_tryoni,1.396639753,1882,0.01,1,27,PCR,15,above
PCRpool1P2,Bradysia_ocellaris,0,0,0,1,27,PCR,15,above
PCRpool1P2,Carpophilus_davidsoni,21.86980527,29470,0.25,1,27,PCR,15,above
PCRpool1P2,Carpophilus_dimidiatus,0.892751128,1203,0.01,1,27,PCR,15,above
PCRpool1P2,Diuraphis_noxia,0.584035858,787,0.01,1,27,PCR,15,above
PCRpool1P2,Drosophila_hydeii,1.216308478,1639,0.01,1,27,PCR,15,above
PCRpool1P2,Drosophila_melanogaster,5.511606507,7427,0.05,1,27,PCR,15,above
PCRpool1P2,Drosophila_simulans,2.122417478,2860,0.01,1,27,PCR,15,above
PCRpool1P2,Lysiphlebus_testaceipes,7.379482308,9944,0.14,1,27,PCR,15,above
PCRpool1P2,Metopolophium_dirhodum,0.748040845,1008,0.01,1,27,PCR,15,above
PCRpool1P2,Psyllid_sp,2.719069105,3664,0.01,1,27,PCR,15,above
PCRpool1P2,Rhopalosiphum_padi,1.222987414,1648,0.01,1,27,PCR,15,above
PCRpool1P2,Scaptodrosophila_lativittata,1.048592971,1413,0.01,1,27,PCR,15,above
I2P2,Acizzia_alternata,2.779177533,18862,0.01,1,28,Insects,14,above
I2P2,Acizzia_solanicola,86.7323815,588644,0.25,1,28,Insects,14,above
I2P2,Aphidius_colemani,0.076470848,519,0.05,1,28,Insects,14,above
I2P2,Bactrocera_tryoni,0.22145604,1503,0.01,1,28,Insects,14,above
I2P2,Bradysia_ocellaris,0,0,0,1,28,Insects,14,above
I2P2,Carpophilus_davidsoni,6.076411911,41240,0.5,1,28,Insects,14,above
I2P2,Carpophilus_dimidiatus,1.897184281,12876,0.01,1,28,Insects,14,above
I2P2,Diuraphis_noxia,0.030057906,204,0.01,1,28,Insects,14,above
I2P2,Drosophila_hydeii,0.145132535,985,0.01,1,28,Insects,14,above
I2P2,Drosophila_melanogaster,0.285550104,1938,0.1,1,28,Insects,14,above
I2P2,Drosophila_simulans,0.327837452,2225,0.01,1,28,Insects,14,above
I2P2,Lysiphlebus_testaceipes,0,0,0,1,28,Insects,14,above
I2P2,Metopolophium_dirhodum,0.061294553,416,0.01,1,28,Insects,14,above
I2P2,Psyllid_sp,1.129086917,7663,0.01,1,28,Insects,14,above
I2P2,Rhopalosiphum_padi,0.182704917,1240,0.01,1,28,Insects,14,above
I2P2,Scaptodrosophila_lativittata,0.055253503,375,0.01,1,28,Insects,14,above
D2P2,Acizzia_alternata,7.5013488,11123,0.01,1,29,DNA,14,above
D2P2,Acizzia_solanicola,46.00957648,68223,0.25,1,29,DNA,14,above
D2P2,Aphidius_colemani,3.440787699,5102,0.05,1,29,DNA,14,above
D2P2,Bactrocera_tryoni,0.87604532,1299,0.01,1,29,DNA,14,above
D2P2,Bradysia_ocellaris,0,0,0,1,29,DNA,14,above
D2P2,Carpophilus_davidsoni,24.79498247,36766,0.5,1,29,DNA,14,above
D2P2,Carpophilus_dimidiatus,4.335041813,6428,0.01,1,29,DNA,14,above
D2P2,Diuraphis_noxia,0.047207985,70,0.01,1,29,DNA,14,above
D2P2,Drosophila_hydeii,0.613029404,909,0.01,1,29,DNA,14,above
D2P2,Drosophila_melanogaster,4.857027246,7202,0.1,1,29,DNA,14,above
D2P2,Drosophila_simulans,0.352711087,523,0.01,1,29,DNA,14,above
D2P2,Lysiphlebus_testaceipes,0,0,0,1,29,DNA,14,above
D2P2,Metopolophium_dirhodum,0.068788778,102,0.01,1,29,DNA,14,above
D2P2,Psyllid_sp,6.091178851,9032,0.01,1,29,DNA,14,above
D2P2,Rhopalosiphum_padi,0.40733747,604,0.01,1,29,DNA,14,above
D2P2,Scaptodrosophila_lativittata,0.604936606,897,0.01,1,29,DNA,14,above
PCRpool2P2,Acizzia_alternata,1.068803099,1214,0.01,1,30,PCR,14,above
PCRpool2P2,Acizzia_solanicola,28.41308271,32273,0.25,1,30,PCR,14,above
PCRpool2P2,Aphidius_colemani,6.135493243,6969,0.05,1,30,PCR,14,above
PCRpool2P2,Bactrocera_tryoni,1.473786151,1674,0.01,1,30,PCR,14,above
PCRpool2P2,Bradysia_ocellaris,0,0,0,1,30,PCR,14,above
PCRpool2P2,Carpophilus_davidsoni,41.77752344,47453,0.5,1,30,PCR,14,above
PCRpool2P2,Carpophilus_dimidiatus,0.895364705,1017,0.01,1,30,PCR,14,above
PCRpool2P2,Diuraphis_noxia,0.566976273,644,0.01,1,30,PCR,14,above
PCRpool2P2,Drosophila_hydeii,0.956112163,1086,0.01,1,30,PCR,14,above
PCRpool2P2,Drosophila_melanogaster,11.39322974,12941,0.1,1,30,PCR,14,above
PCRpool2P2,Drosophila_simulans,2.068054761,2349,0.01,1,30,PCR,14,above
PCRpool2P2,Lysiphlebus_testaceipes,0,0,0,1,30,PCR,14,above
PCRpool2P2,Metopolophium_dirhodum,0.644451292,732,0.01,1,30,PCR,14,above
PCRpool2P2,Psyllid_sp,2.535546067,2880,0.01,1,30,PCR,14,above
PCRpool2P2,Rhopalosiphum_padi,1.126028965,1279,0.01,1,30,PCR,14,above
PCRpool2P2,Scaptodrosophila_lativittata,0.945547387,1074,0.01,1,30,PCR,14,above
I3P2,Acizzia_alternata,14.67204847,77534,0.01,1,31,Insects,15,above
I3P2,Acizzia_solanicola,77.11274735,407500,0.5,1,31,Insects,15,above
I3P2,Aphidius_colemani,0.560131858,2960,0.06,1,31,Insects,15,above
I3P2,Bactrocera_tryoni,1.177790772,6224,0.01,1,31,Insects,15,above
I3P2,Bradysia_ocellaris,0,0,0,1,31,Insects,15,above
I3P2,Carpophilus_davidsoni,0.259060984,1369,0.05,1,31,Insects,15,above
I3P2,Carpophilus_dimidiatus,0.0157064,83,0.01,1,31,Insects,15,above
I3P2,Diuraphis_noxia,0.03292667,174,0.01,1,31,Insects,15,above
I3P2,Drosophila_hydeii,0.06736721,356,0.01,1,31,Insects,15,above
I3P2,Drosophila_melanogaster,2.199842179,11625,0.25,1,31,Insects,15,above
I3P2,Drosophila_simulans,0.804811078,4253,0.01,1,31,Insects,15,above
I3P2,Lysiphlebus_testaceipes,0.109944801,581,0.04,1,31,Insects,15,above
I3P2,Metopolophium_dirhodum,0.066988742,354,0.01,1,31,Insects,15,above
I3P2,Psyllid_sp,0.571107415,3018,0.01,1,31,Insects,15,above
I3P2,Rhopalosiphum_padi,2.317356329,12246,0.01,1,31,Insects,15,above
I3P2,Scaptodrosophila_lativittata,0.032169735,170,0.01,1,31,Insects,15,above
D3P2,Acizzia_alternata,5.987176437,9814,0.01,1,32,DNA,15,above
D3P2,Acizzia_solanicola,66.4976787,109001,0.5,1,32,DNA,15,above
D3P2,Aphidius_colemani,3.386469982,5551,0.06,1,32,DNA,15,above
D3P2,Bactrocera_tryoni,0.625316471,1025,0.01,1,32,DNA,15,above
D3P2,Bradysia_ocellaris,0,0,0,1,32,DNA,15,above
D3P2,Carpophilus_davidsoni,2.109604251,3458,0.05,1,32,DNA,15,above
D3P2,Carpophilus_dimidiatus,3.718955325,6096,0.01,1,32,DNA,15,above
D3P2,Diuraphis_noxia,0.017081816,28,0.01,1,32,DNA,15,above
D3P2,Drosophila_hydeii,0.511844409,839,0.01,1,32,DNA,15,above
D3P2,Drosophila_melanogaster,10.34364953,16955,0.25,1,32,DNA,15,above
D3P2,Drosophila_simulans,0.280629831,460,0.01,1,32,DNA,15,above
D3P2,Lysiphlebus_testaceipes,0.704014837,1154,0.04,1,32,DNA,15,above
D3P2,Metopolophium_dirhodum,0.06283668,103,0.01,1,32,DNA,15,above
D3P2,Psyllid_sp,4.980569435,8164,0.01,1,32,DNA,15,above
D3P2,Rhopalosiphum_padi,0.306252555,502,0.01,1,32,DNA,15,above
D3P2,Scaptodrosophila_lativittata,0.46791974,767,0.01,1,32,DNA,15,above
PCRpool3P2,Acizzia_alternata,0.983604673,1711,0.01,1,33,PCR,15,above
PCRpool3P2,Acizzia_solanicola,47.14059051,82002,0.5,1,33,PCR,15,above
PCRpool3P2,Aphidius_colemani,6.774857432,11785,0.06,1,33,PCR,15,above
PCRpool3P2,Bactrocera_tryoni,1.240572112,2158,0.01,1,33,PCR,15,above
PCRpool3P2,Bradysia_ocellaris,0,0,0,1,33,PCR,15,above
PCRpool3P2,Carpophilus_davidsoni,3.722291207,6475,0.05,1,33,PCR,15,above
PCRpool3P2,Carpophilus_dimidiatus,0.862881714,1501,0.01,1,33,PCR,15,above
PCRpool3P2,Diuraphis_noxia,0.442075975,769,0.01,1,33,PCR,15,above
PCRpool3P2,Drosophila_hydeii,0.955435982,1662,0.01,1,33,PCR,15,above
PCRpool3P2,Drosophila_melanogaster,29.08848418,50600,0.25,1,33,PCR,15,above
PCRpool3P2,Drosophila_simulans,1.724038815,2999,0.01,1,33,PCR,15,above
PCRpool3P2,Lysiphlebus_testaceipes,1.852235099,3222,0.04,1,33,PCR,15,above
PCRpool3P2,Metopolophium_dirhodum,0.666850625,1160,0.01,1,33,PCR,15,above
PCRpool3P2,Psyllid_sp,2.369044334,4121,0.01,1,33,PCR,15,above
PCRpool3P2,Rhopalosiphum_padi,1.083632266,1885,0.01,1,33,PCR,15,above
PCRpool3P2,Scaptodrosophila_lativittata,1.093405077,1902,0.01,1,33,PCR,15,above
I4P2,Acizzia_alternata,2.639962948,11286,0.01,1,34,Insects,15,above
I4P2,Acizzia_solanicola,40.07148438,171308,0.05,1,34,Insects,15,above
I4P2,Aphidius_colemani,5.405304253,23108,0.12,1,34,Insects,15,above
I4P2,Bactrocera_tryoni,5.14542486,21997,0.01,1,34,Insects,15,above
I4P2,Bradysia_ocellaris,0,0,0,1,34,Insects,15,above
I4P2,Carpophilus_davidsoni,4.004856072,17121,0.1,1,34,Insects,15,above
I4P2,Carpophilus_dimidiatus,0.00725136,31,0.01,1,34,Insects,15,above
I4P2,Diuraphis_noxia,0.974723162,4167,0.01,1,34,Insects,15,above
I4P2,Drosophila_hydeii,1.083025735,4630,0.01,1,34,Insects,15,above
I4P2,Drosophila_melanogaster,23.92714956,102290,0.5,1,34,Insects,15,above
I4P2,Drosophila_simulans,1.238111278,5293,0.01,1,34,Insects,15,above
I4P2,Lysiphlebus_testaceipes,3.2284927,13802,0.13,1,34,Insects,15,above
I4P2,Metopolophium_dirhodum,2.043714006,8737,0.01,1,34,Insects,15,above
I4P2,Psyllid_sp,5.490449257,23472,0.01,1,34,Insects,15,above
I4P2,Rhopalosiphum_padi,4.600403269,19667,0.01,1,34,Insects,15,above
I4P2,Scaptodrosophila_lativittata,0.139647163,597,0.01,1,34,Insects,15,above
D4P2,Acizzia_alternata,13.32781076,20272,0.01,1,35,DNA,15,above
D4P2,Acizzia_solanicola,12.05170181,18331,0.05,1,35,DNA,15,above
D4P2,Aphidius_colemani,12.10692754,18415,0.12,1,35,DNA,15,above
D4P2,Bactrocera_tryoni,0.974997206,1483,0.01,1,35,DNA,15,above
D4P2,Bradysia_ocellaris,0,0,0,1,35,DNA,15,above
D4P2,Carpophilus_davidsoni,6.736224795,10246,0.1,1,35,DNA,15,above
D4P2,Carpophilus_dimidiatus,6.168188662,9382,0.01,1,35,DNA,15,above
D4P2,Diuraphis_noxia,0.034844809,53,0.01,1,35,DNA,15,above
D4P2,Drosophila_hydeii,0.969080163,1474,0.01,1,35,DNA,15,above
D4P2,Drosophila_melanogaster,33.26430116,50596,0.5,1,35,DNA,15,above
D4P2,Drosophila_simulans,0.448380374,682,0.01,1,35,DNA,15,above
D4P2,Lysiphlebus_testaceipes,3.743515907,5694,0.13,1,35,DNA,15,above
D4P2,Metopolophium_dirhodum,0.122943006,187,0.01,1,35,DNA,15,above
D4P2,Psyllid_sp,8.665838281,13181,0.01,1,35,DNA,15,above
D4P2,Rhopalosiphum_padi,0.53713602,817,0.01,1,35,DNA,15,above
D4P2,Scaptodrosophila_lativittata,0.848109505,1290,0.01,1,35,DNA,15,above
PCRpool4P2,Acizzia_alternata,0.964418571,1597,0.01,1,36,PCR,15,above
PCRpool4P2,Acizzia_solanicola,4.91569641,8140,0.05,1,36,PCR,15,above
PCRpool4P2,Aphidius_colemani,14.29235712,23667,0.12,1,36,PCR,15,above
PCRpool4P2,Bactrocera_tryoni,1.331586067,2205,0.01,1,36,PCR,15,above
PCRpool4P2,Bradysia_ocellaris,0,0,0,1,36,PCR,15,above
PCRpool4P2,Carpophilus_davidsoni,7.787211943,12895,0.1,1,36,PCR,15,above
PCRpool4P2,Carpophilus_dimidiatus,0.831561911,1377,0.01,1,36,PCR,15,above
PCRpool4P2,Diuraphis_noxia,0.476472293,789,0.01,1,36,PCR,15,above
PCRpool4P2,Drosophila_hydeii,1.048963718,1737,0.01,1,36,PCR,15,above
PCRpool4P2,Drosophila_melanogaster,54.87281994,90865,0.5,1,36,PCR,15,above
PCRpool4P2,Drosophila_simulans,1.865428282,3089,0.01,1,36,PCR,15,above
PCRpool4P2,Lysiphlebus_testaceipes,6.245470796,10342,0.13,1,36,PCR,15,above
PCRpool4P2,Metopolophium_dirhodum,0.609932847,1010,0.01,1,36,PCR,15,above
PCRpool4P2,Psyllid_sp,2.589497077,4288,0.01,1,36,PCR,15,above
PCRpool4P2,Rhopalosiphum_padi,1.147398425,1900,0.01,1,36,PCR,15,above
PCRpool4P2,Scaptodrosophila_lativittata,1.021184598,1691,0.01,1,36,PCR,15,above
I5P2,Acizzia_alternata,10.06890691,51187,0.00990099,1,37,Insects,16,above
I5P2,Acizzia_solanicola,68.519003,348328,0.099009901,1,37,Insects,16,above
I5P2,Aphidius_colemani,1.769194303,8994,0.356435644,1,37,Insects,16,above
I5P2,Bactrocera_tryoni,6.422132042,32648,0.00990099,1,37,Insects,16,above
I5P2,Bradysia_ocellaris,0.299980132,1525,0.00990099,1,37,Insects,16,above
I5P2,Carpophilus_davidsoni,7.46075178,37928,0.247524752,1,37,Insects,16,above
I5P2,Carpophilus_dimidiatus,0.060979568,310,0.00990099,1,37,Insects,16,above
I5P2,Diuraphis_noxia,0.03894824,198,0.00990099,1,37,Insects,16,above
I5P2,Drosophila_hydeii,0.126286718,642,0.00990099,1,37,Insects,16,above
I5P2,Drosophila_melanogaster,0.536030073,2725,0.04950495,1,37,Insects,16,above
I5P2,Drosophila_simulans,0.091272644,464,0.00990099,1,37,Insects,16,above
I5P2,Lysiphlebus_testaceipes,0.70480578,3583,0.138613861,1,37,Insects,16,above
I5P2,Metopolophium_dirhodum,0.149498296,760,0.00990099,1,37,Insects,16,above
I5P2,Psyllid_sp,2.416561264,12285,0.00990099,1,37,Insects,16,above
I5P2,Rhopalosiphum_padi,1.240245728,6305,0.00990099,1,37,Insects,16,above
I5P2,Scaptodrosophila_lativittata,0.095403518,485,0.00990099,1,37,Insects,16,above
D5P2,Acizzia_alternata,8.613234074,11732,0.00990099,1,38,DNA,16,above
D5P2,Acizzia_solanicola,19.92452775,27139,0.099009901,1,38,DNA,16,above
D5P2,Aphidius_colemani,31.16020234,42443,0.356435644,1,38,DNA,16,above
D5P2,Bactrocera_tryoni,1.016085574,1384,0.00990099,1,38,DNA,16,above
D5P2,Bradysia_ocellaris,0.865581569,1179,0.00990099,1,38,DNA,16,above
D5P2,Carpophilus_davidsoni,16.45412565,22412,0.247524752,1,38,DNA,16,above
D5P2,Carpophilus_dimidiatus,5.725025512,7798,0.00990099,1,38,DNA,16,above
D5P2,Diuraphis_noxia,0.017619981,24,0.00990099,1,38,DNA,16,above
D5P2,Drosophila_hydeii,0.71948256,980,0.00990099,1,38,DNA,16,above
D5P2,Drosophila_melanogaster,2.71054042,3692,0.04950495,1,38,DNA,16,above
D5P2,Drosophila_simulans,0.426550375,581,0.00990099,1,38,DNA,16,above
D5P2,Lysiphlebus_testaceipes,3.427820482,4669,0.138613861,1,38,DNA,16,above
D5P2,Metopolophium_dirhodum,0.08369491,114,0.00990099,1,38,DNA,16,above
D5P2,Psyllid_sp,7.725627528,10523,0.00990099,1,38,DNA,16,above
D5P2,Rhopalosiphum_padi,0.383234588,522,0.00990099,1,38,DNA,16,above
D5P2,Scaptodrosophila_lativittata,0.746646697,1017,0.00990099,1,38,DNA,16,above
PCRpool5P2,Acizzia_alternata,0.858230733,1544,0.00990099,1,39,PCR,16,above
PCRpool5P2,Acizzia_solanicola,9.437202968,16978,0.099009901,1,39,PCR,16,above
PCRpool5P2,Aphidius_colemani,43.74920097,78707,0.356435644,1,39,PCR,16,above
PCRpool5P2,Bactrocera_tryoni,1.210638948,2178,0.00990099,1,39,PCR,16,above
PCRpool5P2,Bradysia_ocellaris,0.759845474,1367,0.00990099,1,39,PCR,16,above
PCRpool5P2,Carpophilus_davidsoni,21.68644562,39015,0.247524752,1,39,PCR,16,above
PCRpool5P2,Carpophilus_dimidiatus,0.942719769,1696,0.00990099,1,39,PCR,16,above
PCRpool5P2,Diuraphis_noxia,0.486923654,876,0.00990099,1,39,PCR,16,above
PCRpool5P2,Drosophila_hydeii,1.092798977,1966,0.00990099,1,39,PCR,16,above
PCRpool5P2,Drosophila_melanogaster,5.361162836,9645,0.04950495,1,39,PCR,16,above
PCRpool5P2,Drosophila_simulans,1.973263667,3550,0.00990099,1,39,PCR,16,above
PCRpool5P2,Lysiphlebus_testaceipes,6.525110475,11739,0.138613861,1,39,PCR,16,above
PCRpool5P2,Metopolophium_dirhodum,0.654790028,1178,0.00990099,1,39,PCR,16,above
PCRpool5P2,Psyllid_sp,3.16611545,5696,0.00990099,1,39,PCR,16,above
PCRpool5P2,Rhopalosiphum_padi,1.079458603,1942,0.00990099,1,39,PCR,16,above
PCRpool5P2,Scaptodrosophila_lativittata,1.016091826,1828,0.00990099,1,39,PCR,16,above
I6P2,Acizzia_alternata,0.424862778,2302,0.01,1,40,Insects,15,above
I6P2,Acizzia_solanicola,84.27712422,456632,0.25,1,40,Insects,15,above
I6P2,Aphidius_colemani,0.204126078,1106,0.04,1,40,Insects,15,above
I6P2,Bactrocera_tryoni,4.043209763,21907,0.01,1,40,Insects,15,above
I6P2,Bradysia_ocellaris,0,0,0,1,40,Insects,15,above
I6P2,Carpophilus_davidsoni,3.486200265,18889,0.5,1,40,Insects,15,above
I6P2,Carpophilus_dimidiatus,0.07806992,423,0.01,1,40,Insects,15,above
I6P2,Diuraphis_noxia,0.180317521,977,0.01,1,40,Insects,15,above
I6P2,Drosophila_hydeii,0.496657574,2691,0.01,1,40,Insects,15,above
I6P2,Drosophila_melanogaster,1.016200893,5506,0.1,1,40,Insects,15,above
I6P2,Drosophila_simulans,0.138606406,751,0.01,1,40,Insects,15,above
I6P2,Lysiphlebus_testaceipes,0.050200989,272,0.01,1,40,Insects,15,above
I6P2,Metopolophium_dirhodum,0.031929305,173,0.01,1,40,Insects,15,above
I6P2,Psyllid_sp,4.606863509,24961,0.01,1,40,Insects,15,above
I6P2,Rhopalosiphum_padi,0.797125255,4319,0.01,1,40,Insects,15,above
I6P2,Scaptodrosophila_lativittata,0.168505524,913,0.01,1,40,Insects,15,above
D6P2,Acizzia_alternata,7.993274594,11077,0.01,1,41,DNA,15,above
D6P2,Acizzia_solanicola,44.06439648,61064,0.25,1,41,DNA,15,above
D6P2,Aphidius_colemani,2.537180958,3516,0.04,1,41,DNA,15,above
